PAVLN_CHARST,DSPY_NM,FSPY_BGNDE,DSPY_ENNDE,DSPY_STATE_CD,DSPY_STATE_NM,PLACE,OPEN_DATE,OPEN_TIME,MNNST,WRITR,PRDCT,TIME_CHARST,VIEWING_CHARST,EBOOK_URL,EBOOK_NM,DSPY_IMAGE_URL,DSPY_IMAGE_NM,DSPY_ENG_NM,DSPY_ENG_CN,RDCNT
1관,Water_천진난만,20140815,20141026,P,종료    ,소마미술관 1~4 전시실 및 야외 공간,,,국민체육진흥공단 소마미술관,"강은수, 김연, 김창겸, 김창환, 박상화 ,박정선(1), 박정선(2), 백남준, 변경수, 부지현, 송창애, 안규철, 안종연, 원성원, 이기봉, 이상원, 이예린, 이용제, 정기엽, 폴 뷔리, 하원, 한호 총 22명","조각, 설치, 영상, 회화, 사진, 드로잉 등 총 40여점","10:00~18:00(입장마감 17:00)▒도슨트 시간 : [화~금] 오후 2시, 4시 [주말] 오전 11시, 오후 1시, 2시, 4시▒매주 월요일 및 추석 당일 휴관","성인 3,000원, 청소년(13~24세) 2,000원, 어린이 1,000원▒성인 1,500원, 청소년(13~24세) 1,000원, 어린이 500원▒만 4세미만, 만 65세 이상, 국가유공자, 장애인 무료▒예술인 패스 소지자 및 대학교 학생증 소지자는 청소년 요금 적용",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/58609c86-4be4-4515-8b70-683fc8768c77.jpg,2014_Water-천진난만_포스터.pdf_page_1.jpg,WATER_INNOCENCE,,7318
1관,몸의 사유_Thoughts on Body,20121005,20121216,P,종료    ,소마미술관 제1~4전시실,,,국민체육진흥공단 소마미술관,"권오상, 김기라, 김준, 데비한, 문성원, 변웅필, 육근병, 이동재, 이병호, 이용백, 이형구, 최수앙(총12명)","드로잉, 회화, 조각, 영상, 설치 등 50여점",10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,"성인 3,000원, 청소년(13~24세) 2,000원, 어린이 1,000원▒성인 1,500원, 청소년(13~24세) 1,000원, 어린이 500원▒▒문화의 날(10월 20일) 무료관람▒Soma가는 날(10월 27일, 11월 24일) 무료관람",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/0e1f2176-c3a8-4138-bc41-c9cd72f2b50e.jpg,2012_몸의사유_포스터.jpg,Thoughts on Body,,6410
1관,작가 재조명전 &#39;쉬지 않는 손&#39;,20071018,20080106,P,종료    ,소마미술관,,,국민체육진흥공단,"김주호, 박한진, 이건용",50여 점,10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,▒▒▒,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/xhbt/image/2007110918060946419.jpg,2007110918060946419.jpg,"Artist Rediscovered_Restless Hand, Wandering Mind",,11815
1관,누보 팝(Les Nouveaux Pop),20070712,20070930,P,종료    ,소마미술관,,,국민체육진흥공단,크레킹 아트 회 9명,70여 점,10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,▒▒▒,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/4a41794d-312e-4a28-a1bf-24b862fdc532.jpg,2007_누보팝_포스터.pdf_page_1.jpg,Les Nouveaux Pop,,17554
1관,막긋기(Drawn to Drawing II),20070215,20070318,P,종료    ,소마미술관,,,국민체육진흥공단,고지영 외 43명,100여 점,10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,▒▒▒,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/xhbt/image/2007013018034152966.jpg,2007013018034152966.jpg,Drawn to Drawing II,,9332
1관,서울올림픽미술관 사진전『공원 The Park』,20051209,20060219,P,종료    ,서울올림픽미술관 제 1~5 전시실,,,서울올림픽미술관 / 국민체육진흥공단,김광수 외 13명,사진작품 70여점,10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,▒▒▒,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/xhbt/image/2005112816432486783.jpg,2005112816432486783.jpg,The PARK,,8016
1관,"한국&middot;스페인 특별전_마주하는 풍경, 일상의 시선",20210323,20210725,P,종료    ,소마미술관 1관 1~5전시실,20210323,1300,국민체육진흥공단 소마미술관,"김명희, 서용선, 최진욱, 헤수스 수스 몬따예스, 하비에르 그라나도스, 조르디 핀토",한국 및 스페인 작가 6명의 회화 및 입체 작품 70여점,10:00~18:00(입장마감 17:30),"성인(만25~63세) 3,000원, 청소년(만13~24세) 2,000원, 어린이(만7~12세) 1,000원▒성인 1,500원, 청소년 1,000원, 어린이 500원▒만6세이하, 만65세 이상, 장애인, 국가유공자▒대학생, 예술인패스 소지자는 청소년요금 적용▒통합권(1,2관 관람) 이용 시 : 성인 4,000원, 청소년 3,000원, 어린이 1,000원  ※ 단체 50%할인 적용",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2021/03/23/47c06fdd-a6db-4bf9-939d-d97ffda5d4c2.jpg,스페인전 포스터(0323).jpg,"The Scenery We Face, Our Daily Gaze","SOMA is holding &lt;The Scenery We Face, Our Daily Gaze&gt;, a special, joint exhibition of Korea and Spain, to offer the chance to view our normal daily sceneries from a different perspective and reconsider their meaning. With the common topic of &ldquo;daily sceneries&rdquo;, we aim to view the daily gaze of artists from Korea and Spain and reflect upon our changing daily lives.,,Even common sceneries from the mundane and repetitive daily lives that we may otherwise pass by are engraved as one of the many impressive sceneries through the perspective and experience of each artist, and these impressions further integrate themselves with the screens to draw yet another impression as a new image. In this exhibition, we can enjoy the various perspectives of six artists, including MyongHi, Kim, YongSun Suh, GeneUk Choi, Jes&uacute;s Sus Monta&ntilde;&eacute;s, Javier Granados, and Jordi Pint&oacute;, on their daily lives through an intersecting form and study different methods of the perspectives on the world of both countries by classifying their works by keywords, including &lsquo;contemplation&rsquo;, &lsquo;capture&rsquo;, &lsquo;phenomenon&rsquo;, &lsquo;observation&rsquo;, &lsquo;pleasure&rsquo;, and &lsquo;imagination&rsquo;.,,MyongHi Kim (1949~) uses oil pastel on blackboards as her formative media, an artistic choice, which evokes childhood memories of school life, to depict various people in their daily lives, such as children, women, and students. From spending her childhood abroad due to her parents&rsquo; careers as diplomats to her daily life travelling back and forth between her workspace in Naepyeong-ri, Chuncheon, that she has renovated from an abandoned school, to Soho, New York, the context overlaps with her thematic consciousness crossing space and time from the past to the present. Her unique method of expression, with clear lighting and shading incorporates an illumination of her human subject brightly against a dark background, casts her gaze upon the person and the object with a quiet, contemplative attitude and brings forth deep contemplations and soul-searching. ,,On the other hand, YongSun Suh (1951~) captures daily sceneries to describe the perspectives and hidden aspects of society that are hidden. Having experienced the urbanization of Seoul firsthand, he expresses various topics, such as self-portraits, cities, nature, history, and myths, in vibrant, reddish colors and forms to continuously study matters related to human existence. He specializes in directly capturing city dwellers in &lt;People on the Street&gt;, &lt;People in the Bus&gt;, and other works of the like. Characters that appear in his work are usually drawn with simple lines lacking any expression, conveying the anonymity of urban sprawl.,,GeneUk Choi (1956~) paints the  phenomena of daily sceneries from a realistic perspective. He endlessly lobs the fundamental question, &ldquo;What is painting?&rdquo;, and subsequently paints realistic sceneries such as those in his neighborhood, subway station, and workspace, in his own style. The extant, realistic sceneries are formed anew with his fast, unrefined, and dynamic touch, as well as a gamut of colors through his view. Although his work may depict the reality that we are facing, it inspires a different emotion and forces us to reflect upon the existence and essence of painting in itself.,,,The work of Jes&uacute;s Sus Monta&ntilde;&eacute;s (1945~) closely describes the daily lives and common sceneries in Spain. He observes crowds on streets, in markets, at carnivals, and attending festivals in Spain, and then expresses their emotions with passionate lines and colors. The people depicted in his work are not specific individuals, but rather normal people we may each encounter in our own lives. His unique colors are warm and bright, and the natural movement of his subjects emanate vitality through detailed brushstrokes, expressing the peaceful, yet active vistas of Spain.,,,Javier Granados (1964~), who majored in veterinary science but is currently an active artist, understands objects intuitively and expresses them pleasingly with robust colors and unassuming shapes. The artist illustrates the daily life of a woman in his own witty and humorous way, and his voluminously exaggerated characters are quirkily lovely. Though he is simply portraying a woman who is having an ordinary day, carrying out activities such as remaining at home, dancing, or swimming, through the robustly-hued backgrounds contrasting with the character sketched with simple lines, he dramatically emphasizes the character and breathes new life into the mundane to create something exceptional. ,,,Meanwhile, the work of Jordi Pint&oacute; (1968~) representing the keyword imagination, replaces the normal sceneries in our daily lives with imaginative utopias. The characters that appear in his work are predominantly families and lovers who may be commonly viewed in our daily lives. However, by daringly skipping their facial features and simplifying their overall shapes, it becomes scenery of a different world, far removed from reality. He is describing ordinary days&rsquo; events, such as dinner with families, reunions with loved ones, and taking a walk, yet he is also providing us with pleasant and blissful experiences as though traveling through an imaginary world life with warm colors, unrealistic backgrounds, and luminous skies.,,Through the different viewpoints of the six artists from Korea and Spain on the expressions of our daily lives, we can come face to face with daily sceneries that are ordinary, yet special. The daily lives we are now reshaping will belike paintings that can re-create our lives as new scenery. Through our experienced daily lives of yesterday and today, we can re-create novel daily lives in our hearts that will be drawn anew.",19110
1관,건축적인 조각_경계면과 잠재적 사이,20140307,20140511,P,종료    ,소마미술관 1~ 5전시실 및 미술관 건물 야외 및 잉여 공간,,,국민체육진흥공단 소마미술관,"공수경, 문경원, 박성연, 오인환, 유영호, 이길래, 이수진, 이창훈, 장윤규, 정승운, 정재철, 정해련, 채우승, 천성명, 홍명섭, AnLstudio(안기현, 이민수, 신민재), Louise Bourgeois 이상 총 17명","입체, 설치, 미디어 작품 40여점","10:00~18:00(입장마감 17:00)▒도슨트 시간 : [화~금] 오후 2시, 4시 [주말] 오전 11시, 오후 1시, 2시, 4시▒매주 월요일 휴관","성인 3,000원, 청소년(13~24세) 2,000원, 어린이 1,000원▒성인 1,500원, 청소년(13~24세) 1,000원, 어린이 500원▒▒",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/15/8d197bae-45c0-455b-a245-8d1901b98e84.jpg,건축적인 조각_경계면과 잠재적 사이.jpg,SPACE CRAFT - Interface and Potential Space,,9950
1관,잘긋기(Drawn to Drawing),20061116,20070121,P,종료    ,소마미술관,,,소마미술관 / 국민체육진흥공단,"강경구, 김 범, 김영실, 김 을, 김인배, 김지원, 김태헌, 김학량, 김호득, 류장복, 문성식, 박기원, 박미나, 박미현, 박용석, 배영환, 배종헌, 성능경, 안규철, 안두진, 안수연, 염성순, 오인환, 유근택, 윤동구, 이기칠, 이미경, 이부록, 이상국, 이순종, 정동석, 정승운, 잭슨홍, 주재환, 지니서, 진기종, 최진기, 허윤희, 홍명섭, 황은정(총 40인)",80여 점,10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,▒▒▒,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/xhbt/image/2006110915510645491.jpg,2006110915510645491.jpg,Drawn to Drawing,,12291
1관,부드러움(Budro_um : Softness),20060914,20061102,P,종료    ,소마미술관,,,소마미술관,"김시연, 김윤수, 김종구, 김주현, 김 준, 김홍석, 김희경, 목진요, 신미경, 우순옥, 이용백, 정광호, 정재철, 황혜선(총 14인)",20여 점,10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,▒▒▒,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/16/9e687a38-872b-4bb3-ba88-c0e8df30096b.jpg,부드러움 원래파일.jpg,Budro_um : Softness,,12249
1관,정지와 움직임 展,20040916,20041128,P,종료    ,서울올림픽미술관,,,서울올림픽미술관,"강용면, 김 석, 김영원 김태곤, 문 주, 박석원, 박성태, 서도호, 심문섭, 안규철, 안필연, 양만기, 우순옥, 유영교, 유현미, 윤석남, 윤영석, 이승택, 이재효, 이종비, 정 현, 전수천, 조성묵, 채미현, 최만린, 최우람, 최인수, 홍순명",28 점,10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,▒▒▒,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/xhbt/image/2004102510324399449.jpg,2004102510324399449.jpg,Stillness &amp; Movement,,11220
1관,Into Drawing 27 증 / 층,20151030,20151115,P,종료    ,소마드로잉센터 전시실(제5전시실),,,국민체육진흥공단 소마미술관,이정동 Jungdong Lee,"드로잉, 설치 등 10여점",10:00~18:00(입장마감 17:20)▒매주 월요일 휴관,▒▒▒메인 전시 (소마 드로잉_무심) 관람 시 무료 관람,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/55113501-9b4f-491a-9045-98e2fc435e18.jpg,D2015_인투드로잉27-포스터.pdf_page_1.jpg,Into Drawing 27_Multiplication / Layering,,1641
1관,素畵-한국 근현대 드로잉,20190412,20190623,P,종료    ,소마미술관 1관,20190411,1700,국민체육진흥공단/소마미술관,"김수자, 김종영, 김환기, 문  신, 박생광, 박서보, 박수근, 박이소, 백남준, 서세옥, 신학철, 오  윤, 오지호, 이승택, 이우환, 이응노, 이인성, 이중섭, 임옥상, 장욱진, 천경자, 최병소, 한  묵 등",국내작가 200여명의 드로잉 300여점,"10:00~18:00(입장마감 17:00)▒문화가 있는날(매월 마지막 주 수요일) 야간 연장 개관(10:00~21:00,입장마감20:00)▒매주 월요일 휴관","성인(25세~64세) 3,000원, 청소년(13세~24세) 2,000원, 어린이(7세~12세) 1,000원 ▒성인 1,500원, 청소년(13세~24세) 1,000원, 어린이 500원 ▒만 6세이하, 만 65세 이상, 국가유공자, 장애인 무료 ▒20인 이상 단체관람의 인솔교사 1명 무료 ▒ ▒예술인 패스 소지자는 청소년 할인 요금 적용 (2,000원)",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/03/13/fdc4b0ae-ab51-4045-9c44-0576a3c7aa08.jpg,190313.jpg,Drawing-Korean Modern and Contemporary Drawings,,9286
1관,류인-파란에서 부활로,20201110,20201206,P,종료    ,소마미술관 1관 1~5전시실,20201001,0000,국민체육진흥공단 소마미술관,조각가 故 류인,"조각, 설치, 드로잉, 자료 등 100여점",10:00~18:00 (입장마감 17:30),▒▒▒본 전시에 한하여 12월 6일까지 &#39;무료&#39;,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2020/11/24/d7ef212f-0f26-45c9-8b08-7a360e5b0615.jpg,포스터(무료안내)2.jpg,In Ryu-Awakening,"The Seoul Olympic Museum of Art (SOMA) has routinely held exhibitions titled Artists Rediscovered, the first of which was Jooho Kim, Hanjin Park, Kunyong Lee &mdash;Restless Hand, Unfixed Spirit. These exhibitions including Sunghy Shin&mdash;Soonja Han (2009) and TchahSup Kim, Soocheon Jheon, Ai Kyu Hahn &mdash;Deep Breath (2014) have been continuously organized in the form of a two-man or three-man exhibition. This type of art show has given prominence to both the spirit of artists and the spirit of the times through works by artists who are deemed worthy of having their art re-examined from the perspective of contemporary Korean art trends. Such an exhibition was also designed to take a closer look at an artist&rsquo;s worldview and art world in the form of a retrospective from Changbae Hwang &mdash;The Tent of Delights in 2018. ,,This year&rsquo;s Artists Rediscovered exhibition is intended to lay out the story of In Ryu (July 20, 1956-January 11, 1999), a sculptural genius who died at a young age. 2019 marks 20 years since he has passed. In the winter of 1999, a roaring artistic soul died away in a flurry. A graduate of sculpture from Hongik University and its graduate school, Ryu gained a reputation as a distinguished sculptor of figurative Korean sculpture while tackling the human body in a traditional manner coupled with contemporary expression. While accomplishing his artistic feats, he passed away at the young age of 43. He left behind approximately 70 sculptures and installations that were made over the course of 10 years, a relatively short period in terms of artistic activities. This exhibition comprehensively covers the entirety of his artistic practices. It spans 15 years from the period when he first began his artistic activities in earnest with his winning of a special prize at the Korean Mokwoohoe Fine Art Association Contest in 1983 to the suspension of his work in 1997 due to bad health. It also features diverse archived materials that provide a glimpse of his concerns about and experimentations with the themes he had delved into throughout his life. ,In short, the exhibition consists of five themes that pigeonhole In Ryu&rsquo;s works: From Clay, Entering the Mountains&mdash;Descending the Mountains, The Stage of Life, Portraits of Contemporaries, and The Spirit of a Sculptor. The artist expressed his ideas about his work through his interviews with the press and contributions to the media over the course of his lifetime. His statements, which could be references for each theme, were extracted from his interviews to help understand and appreciate his pieces. If we were to appreciate his works while reflecting on his statements, his serious and blind aspiration for sculpture would be conveyed by the way it deeply resonates with our hearts. On display in the archive space are various aspects of his life and art as exemplified by multiple types of materials, such as drawings and maquettes for coming up with works, notes that showcase his studies of anatomy, replicas of his hand made before and after his death, books and newspapers he referred to while working, and news articles and TV broadcasting videos featuring his life and art.",13209
1관,반 고흐에서 피카소까지,20070407,20070520,P,종료    ,소마미술관,,,"국민체육진흥공단, 조선일보사","르누아르, 반 고흐, 고갱, 모딜리아니, 피카소, 로댕 등 총 51인","회화, 드로잉, 조각 등 총 94점",11:00~20:00,▒▒▒,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/15/7b8ab5c5-6108-4f6e-8716-2d664e86c76e.jpg,반 고흐에서 피카소까지.jpg,Van Gogh To Picasso,,14896
1관,백남준 탄생 80주년기념 특별전,20120706,20120916,P,종료    ,"소마미술관(제1~4전시실, 백남준 비디오아트홀), 몽촌해자(올림픽공원 내)",,,국민체육진흥공단 소마미술관,백남준,"미디어아트, 드로잉, 판화 등 총 240여점",10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,"성인 3,000원, 청소년(13~24세) 2,000원, 어린이 1,000원▒성인 1,500원, 청소년(13~24세) 1,000원, 어린이 500원▒▒",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/15/8d50bb0e-b529-41f5-8102-9bdedbabcb99.jpg,백남준.jpg,Nam June Paik Spectrum,,12458
1관,Into Drawing 20 길이 된 사람들,20121129,20121216,P,종료    ,소마미술관 제5전시실,,,국민체육진흥공단 소마미술관,김순임 Soonim Kim,"드로잉,설치 약 10여점",10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,"성인 3,000원 / 청소년 2,000원 / 어린이 1,000원▒▒▒메인전시 (몸의 사유) 관람 시 무료 관람",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/7bf8b02e-611f-4a40-b5b6-a8bc9ae39e0a.jpg,D2012_인투드로잉20_포스터.jpg,Into Drawing 20_On the Road,,1495
1관,한국조각 다시보기_ 그 진폭과 진동,20111209,20120226,P,종료    ,소마미술관 전관,,,국민체육진흥공단 소마미술관,"강진모, 구본주, 김기철, 김종영, 김주영, 김 준, 김태곤, 박충흠, 손정은, 심문섭, 안수진, 엄태정, 원인종, 이기칠, 이소영, 이용덕, 정재철, 최만린, 최병상, 최의순, 최종태, 함연주 등 총 22명",조각작품 총 22점,"10:00~18:00(입장마감 17:00)▒매주 월요일, 1월 1일,  설날 당일 휴관","성인 3,000원, 청소년(13~24세) 2,000원▒성인 1,500원, 청소년(13~24세) 1,000원▒▒어린이(12세미만) 무료",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/15/3355cf92-403e-4ca3-a41e-cf9b2b8be73b.jpg,한국조각 다시 보기2.jpg,Reviewing Korean Sculpture_Amplitude and vibration,,8084
1관,Into Drawing 15 순간을 벗다,20110909,20110925,P,종료    ,소마드로잉센터 전시실(제6전시실),,,국민체육진흥공단 소마미술관,이상민 Sangmin Lee,설치드로잉 약 10여 점,10:00~18:00(입장마감 17:00)▒매주 월요일 및 추석 당일 휴관,▒▒▒메인전시 (조각가의 드로잉) 관람 시 무료 관람,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/8b3b75c8-a412-4065-9523-d42d3fd3c8c3.jpg,D2011_인투드로잉15_포스터.pdf_page_1.jpg,Into Drawing 15_Out of Still,,1093
1관,조각가의 드로잉,20110909,20111120,P,종료    ,소마미술관 제1~5전시실,,,국민체육진흥공단 소마미술관,"강은엽, 강태성, 김영원, 김청정, 박불똥, 박상숙, 박석원, 엄태정, 윤석남, 이승택, 이우환, 이종각, 이종빈, 이형구, 전준, 최만린, 최인수, 홍성도","드로잉, 조각, 설치 등 총 100여점",10:00~18:00(입장마감 17:00)▒매주 월요일 및 추석 당일 휴관,"성인 3,000원, 청소년(13~24세) 2,000원▒성인 1,500원, 청소년(13~24세) 1,000원▒▒어린이(12세이하) 무료",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/57e7c448-77c4-486b-9cbb-9c7405874035.jpg,2011_조각가의 드로잉_포스터.pdf_page_1.jpg,Sculptors&#39; Drawing,,5428
1관,Drawing Now 04 그림에 새긴 문자,20110401,20110424,P,종료    ,소마미술관 제6전시실,,,국민체육진흥공단 소마미술관,김혜련 Heryun Kim,드로잉 35점,10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,▒▒▒메인전시 (Type Wall) 관람 시 무료 관람,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/b55034c9-aa02-4ecb-be11-add5cc117606.jpg,D2011_드로잉나우04_포스터.pdf_page_1.jpg,Drawing Now 04_Letters Carved on Painting,,1117
1관,Into Drawing 13 현상을 잡다,20110126,20110213,P,종료    ,소마미술관 드로잉센터전시실[6전시실],,,국민체육진흥공단 소마미술관,권  혁 Hyuk Kwon,드로잉 설치,"10:00~18:00(입장마감 17:00)▒매주 월요일, 신정, 설날 당일 휴관","▒▒만 4세미만, 만 65세 이상, 국가유공자, 장애인 무료▒메인전시 (내일_오픈아카이브) 관람 시 무료 관람",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/f755c9f3-f774-4fe7-aaae-2f05d7867585.jpg,D2010_IntoDrawing13_포스터_초청장.pdf_page_1.jpg,Into Drawing 13_Grasp the Pheomenon,,1039
1관,Into Drawing 11 보이지 않는 오브제,20101202,20101219,P,종료    ,소마미술관 드로잉센터전시실[6전시실],,,국민체육진흥공단 소마미술관,김병호 Byoungho Kim,드로잉 설치 약 10여 점,"10:00~18:00(입장마감 17:00)▒매주 월요일, 신정, 설날 당일 휴관","▒▒만 4세미만, 만 65세 이상, 국가유공자, 장애인 무료▒메인전시 (내일_오픈아카이브) 관람 시 무료 관람",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/d5b3e901-e71d-4596-b191-c9ea30fe30d2.jpg,D2010_IntoDrawing11_포스터_초청장.pdf_page_1.jpg,Into Drawing 11_Invisible Object,,3839
1관,슈박스_Shoebox,20090709,20090816,P,종료    ,소마미술관 제3전시실,,,국민체육진흥공단 소마미술관,"총81명 (국내 3명 / 해외 78명) 한국, 일본, 대만, 중국, 미국, 영국, 스페인, 칠레, 노르웨이, 호주, 스코틀랜드, 프랑스, 캐나다, 핀란드, 독일, 페루 등 16개국 작가",소품조각 총 81점,10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,▒▒▒,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/67e5be06-b517-4e09-974c-d0432ec5bd26.jpg,2009_슈박스_리플릿.pdf_page_1.jpg,shoe box,,3928
1관,몸 주제 展 &ldquo;일부러 불편하게&rdquo;,20180608,20180819,P,종료    ,소마미술관 1 ~ 5전시실,,,국민체육진흥공단 소마미술관,"강기석, 강지윤, 고길숙, 김남현, 김지용, 신이피, 이은실, 이태욱, 이희명, 장서영, 장지아, 한계륜, 현주","회화, 드로잉, 사진, 조각, 영상, 설치 등 30여점","10:00~18:00(입장마감 17:20)▒문화가 있는날(매월 마지막 주 수요일) 야간 연장개관(10:00~21:00, 입장마감 20:20)▒매주 월요일 휴관","성인 3,000원, 청소년(13~24세) 2,000원, 어린이 1,000원▒성인 1,500원, 청소년(13~24세) 1,000원, 어린이 500원▒만 4세미만, 만 65세 이상, 국가유공자, 장애인 무료▒20인 이상 단체관람의 인솔교사 1명 무료▒재관람 고객 무료▒예술인 패스 소지자는 청소년 할인 요금 적용(2,000원)",/manage/upload_files/display/ebook/2019/01/08/fdb9f8fe-699c-4987-b17a-5d385e32f4dd.pdf,soma_일부러불편하게_최종.pdf,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/07/3cf28a57-00ea-48ae-b6d6-b34e38c8aa8e.jpg,소마-일부러-불편하게-포스터.jpg,DISCOMFORT ON PURPOSE,,8789
1관,내가 사는 피부,20170317,20170430,P,종료    ,"소마미술관 제2~5전시실, 비디오아트홀, 세미나실",,,국민체육진흥공단 소마미술관,"노상균, 김일용, 한효석, 강우영, 조혜진, 김  준,오를랑, 김성수, 장  숙, 김윤경, 정지필, 이원석,배찬효, 도로시 M 윤, 최영민, 정혜경, 이혜림, 조영각","회화, 조각, 사진, 설치, 영상 등 총 99점","10:00~18:00(입장마감 17:20)▒문화가 있는 날(매월 마지막 주 수요일) 야간 연장 개관(10:00~21:00, 입장마감 20:20)▒매주 월요일 휴관",▒▒▒메인 전시(어느 곳도 아닌 이곳) 관람 시 무료 관람▒문화가 있는 날 전체 관람객 무료입장,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/15/d10454fc-1124-4733-b974-dedd66f3915c.jpg,내가 사는 피부.jpg,La Piel Que Habito,,8243
1관,"&ldquo;힘, 아름다움은 어디에 있는가?&rdquo;展",20130712,20130922,P,종료    ,소마미술관 전관 및 야외전시공간,,,국민체육진흥공단 소마미술관,"강애란, 고명근, 김신일, 백남준, 서도호, 성동훈, 정현,  최태훈, 우웨이샨, 왕중, 인샤오펑, 오마키 신지, 안테나, 팀랩, 류포춘 총 15명(팀)","조각, 미디어, 설치 등 총 29점","10:00~18:00(입장마감 17:00)▒도슨트 시간 : [화~금] 오후 2시, 4시 [주말] 오전 11시, 오후 1시, 2시, 4시▒매주 월요일 휴관","성인 3,000원, 청소년(13~24세) 2,000원, 어린이 1,000원▒성인 1,500원, 청소년(13~24세) 1,000원, 어린이 500원▒▒",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/09/c6cbeef0-4401-43ba-abf6-48d16ec2a8db.jpg,힘전-포스터최종.pdf_page_1.jpg,"POWER, WHERE DOES THE BEAUTY LIE?",,7557
1관,작가재조명_긴 호흡,20140530,20140727,P,종료    ,"소마미술관 제 1~5 전시실, 중정",,,국민체육진흥공단 소마미술관,"김차섭, 전수천, 한애규 총 3명","회화, 드로잉, 도예, 영상, 설치 등 약 120점","10:00~18:00(입장마감 17:00)▒도슨트 시간 : [화~금] 오후 2시, 4시 [주말] 오전 11시, 오후 1시, 2시, 4시▒매주 월요일 휴관","성인 3,000원, 청소년(13~24세) 2,000원, 어린이 1,000원▒성인 1,500원, 청소년(13~24세) 1,000원, 어린이 500원▒▒",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/15/7078b5b0-1988-472a-9084-4fd779ca54e8.jpg,작가재조명_긴 호흡.jpg,Artist Rediscovered_Deep Breaths,,4065
