PAVLN_CHARST,DSPY_NM,FSPY_BGNDE,DSPY_ENNDE,DSPY_STATE_CD,DSPY_STATE_NM,PLACE,OPEN_DATE,OPEN_TIME,MNNST,WRITR,PRDCT,TIME_CHARST,VIEWING_CHARST,EBOOK_URL,EBOOK_NM,DSPY_IMAGE_URL,DSPY_IMAGE_NM,DSPY_ENG_NM,DSPY_ENG_CN,RDCNT
1관,베를린에서 DMZ까지,20050615,20050821,P,종료    ,서울올림픽미술관 및 야외조각공원,,,"국민체육진흥공단, 문화관광부, 광복60주년기념문화사업추진위원회",국내외 작가 약 60여명,약 60여점,10:00~19:00,▒▒▒,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/15/e4d871cb-dbb1-4a2d-9172-07536b07ceb9.jpg,베를린에서 DMZ까지.jpg,From the Fall of the Berlin Wall to DMZ,,11900
1관,만화로 보는 세상,20120406,20120617,P,종료    ,소마미술관 전관,,,국민체육진흥공단 소마미술관,"박수동, 신문수, 윤승운, 이정문, 황주환, 기안84, 정필원, 홍작가(만화작가), 김성재, 김영호, 김은술, 김채원, 노준, 마리김, 배준성, 변대용, 신명환, 신이철, 신창용, 여동헌, 이동기, 이슬기, 이에스더, 임태규, 장파, 장형선, 최정유(현대미술작가) 등 총 27명","평면, 입체, 영상 등 총 100여점",10:00~18:00(입장마감 17:00)▒매주 월요일 휴관(월요일이 공휴일인 경우 개관),"성인 3,000원, 청소년(13~24세) 2,000원, 어린이 1,000원▒성인 1,500원, 청소년(13~24세) 1,000원, 어린이 500원▒▒Soma 가는날(4월 28일, 5월 26일) 전체관람객 무료 입장",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/9af8abfb-8b7e-493e-aacf-8e0fba45df0b.jpg,2012_만화로보는세상_포스터.jpg,CARTOON WORLD,,16531
1관,Into Drawing 12 들을 순 없지만...,20101229,20110116,P,종료    ,소마미술관 드로잉센터전시실[6전시실],,,국민체육진흥공단 소마미술관,장형선 HyoungSun Chang,드로잉 설치,"10:00~18:00(입장마감 17:00)▒매주 월요일, 신정, 설날 당일 휴관","▒▒만 4세미만, 만 65세 이상, 국가유공자, 장애인 무료▒메인전시 (내일_오픈아카이브) 관람 시 무료 관람",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/7ce49c17-209c-4579-9411-7ad8fd6c38f8.jpg,D2010_IntoDrawing12_포스터_초청장.pdf_page_1.jpg,"Into Drawing 12_Can&#39;t hear you, but...",,1041
1관,Into Drawing 16 깊이에의 강요,20111007,20111023,P,종료    ,소마드로잉센터 전시실(제6전시실),,,국민체육진흥공단 소마미술관,홍승희 Seunghee Hong,공간 설치 작품,10:00~18:00(입장마감 17:00)▒매주 월요일 및 추석 당일 휴관,▒▒▒메인전시 (조각가의 드로잉) 관람 시 무료 관람,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/ff810e5b-cdb0-484b-a12a-7d129c697247.jpg,D2011_인투드로잉16_포스터.pdf_page_1.jpg,Into Drawing 16_Der Zwangzur Tiefe,,1223
1관,동작의 전환,20161223,20170226,P,종료    ,소마미술관 1~5전시실,,,국민체육진흥공단 소마미술관,"최상철, 최선 총 2명","회화, 조각, 설치, 영상 작품 60여 점","10:00~18:00(입장마감 17:20)▒문화가 있는 날(매월 마지막 주 수요일) 야간 연장 개관(10:00~21:00, 입장마감 20:20)▒매주 월요일 및 1월 1일, 설날 당일 휴관","성인 3,000원, 청소년(13~24세) 2,000원, 어린이 1,000원▒성인 1,500원, 청소년(13~24세) 1,000원, 어린이 500원▒▒문화가 있는 날 전체 관람객 무료입장",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/15/3acdef1d-c88f-46ed-b094-fc7375449c2e.jpg,동작의 전환.jpg,Transition of MOVEMENT,,2638
1관,Into Drawing 04 동물환상곡,20080703,20080720,P,종료    ,소마드로잉센터 전시실,,,소마미술관/SOSFO(국민체육진흥공단),김소연 Soyeon Kim,"평면, 설치 약 10여점",10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,▒▒▒메인전시 (프랑스디자인의 오늘) 관람 시 무료 관람,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/970bb747-3e8d-4869-8237-c632087de982.jpg,D2008_인투드로잉04-포스터.pdf_page_1.jpg,Into Drawing 04_Animal Fantasia,,3827
1관,Into Drawing 38 미안한데 너무 슬퍼서 말해 줄 수 없어요,20180803,20180819,P,종료    ,소마드로잉센터 전시실 (제6전시실),,,국민체육진흥공단 소마미술관,이준용 (Joonyong Yi),드로잉 400여점,"10:00~18:00(입장마감 17:20)▒문화가 있는날(매월 마지막 주 수요일) 야간 연장개관(10:00~21:00, 입장마감 20:20)▒매주 월요일 휴관",▒▒▒메인전시 (일부러 불편하게) 관람시 무료관람,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/07/841ebcec-ae1e-4658-827b-c4df54150243.jpg,인투38-포스터-최종.jpg,Into Drawing 38_I&#39;m sorry but it&#39;s too sad to tell you,,2163
1관,Into Drawing 32 원더 풀 라이프,20161104,20161120,P,종료    ,소마드로잉센터 전시실(제1전시실),,,국민체육진흥공단 소마미술관,김제민 Jeimin Kim,"드로잉, 회화, 설치, 영상 등 30여점",10:00~18:00(입장마감 17:20)▒매주 월요일 휴관,▒▒▒메인전시 (어느 곳도 아닌 이곳) 관람 시 무료 관람,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/09/62cd1613-633a-4769-ada8-816b870f0b57.jpg,인투드로잉 32-포스터-최종.pdf_page_1.jpg,Into Drawing 32_Wonder-Pul Life,,1791
1관,Into Drawing 25 유유자적,20140912,20140928,P,종료    ,소마드로잉센터 전시실(제5전시실),,,국민체육진흥공단 소마미술관,이윤진 Yunjin Lee,드로잉 10여점,10:00~18:00(입장마감 17:00)▒매주 월요일 및 추석당일 휴관,▒▒▒메인 전시 (Water_천진난만) 관람 시 무료 관람,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/ee000587-1d89-4c1c-9961-59662a26a641.jpg,D2014_into drawing25_포스터.jpg,Into Drawing 25_A Quiet Journey into Life,,1283
1관,내일전_Drag and Draw,20210813,20211219,N,예정    ,소마미술관1관 2~4전시실,20210813,1000,국민체육진흥공단/소마미술관,"김인영, 류정민, 민정See, 배성희, 손민아, 심아빈,",드로잉센터 등록작가 10여명의 공간 및 입체 드로잉 50여점,10:00~18:00(17:30까지 입장가능),"성인(만25~64세) 3,000원, 청소년(만13~24세) 2,000원, 어린이(만7~12세) 1,000원▒성인 1,500원, 청소년 1,000원, 어린이 500원▒만 6세이하, 만65세 이상, 장애인, 국가유공자▒대학생, 예술인패스 소지자는 청소년 요금 적용▒통합권(1,2관 관람)이용 시: 성인 4,000원, 청소년 3,000원, 어린이 1,000원 ※단체 50% 할인 적용",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2021/07/30/52f19ba7-68c2-415a-b0a1-ccffb2a0934e.jpg,내일전 포스터(Drag-and-draw)_홈페이지.jpg,Drag and Draw,,17
1관,내일 - 토끼 사냥의 필연,20060720,20060907,P,종료    ,소마미술관,,,소마미술관,뮌 / 입김 / 집단 &#39;막&#39;/ 최승훈+박선민 / 플라잉시티,,10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,▒▒▒,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/15/fdb19ac5-ff89-4d97-a674-03e384a20af5.jpg,토끼 사냥의 필연.jpg,The Collaborations,,11867
1관,파울 클레 : 눈으로 마음으로,20060407,20060702,P,종료    ,소마미술관,,,"소마미술관, 동아일보사, (주)로렌스 제프리스",파울 클레,드로잉 및 회화 작품 60점,10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,▒▒▒,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/16/598b8a88-b4b1-4288-ad91-8e175b0a0641.jpg,파울클레 1.jpg,"Paul Klee_To Draw, To Paint",,19532
1관,다이나믹 라이프展,20050915,20051128,P,종료    ,소마미술관 제1~5전시실,,,소마미술관 / 국민체육진흥공단,"강영민,권여현,김경민,김익성,김일용,오상욱,이동재,임택,전상옥,정국택,최혜광","회화,조각,설치작품 약 30점",10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,▒▒▒,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/xhbt/image/2007020717242831340.jpg,2007020717242831340.jpg,Dynamin Life,,6716
1관,Into Drawing 18 무너지는 산,20121005,20121021,P,종료    ,소마미술관 제6전시실,,,국민체육진흥공단 소마미술관,아비탈 크나아티 Avital Cnaani,종이드로잉 10여점,10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,▒▒▒메인전시 (몸의 사유) 관람 시 무료 관람,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/7d5de693-4d4f-4e37-a7b9-65c2a9396d1a.jpg,D2012_into drawing 18_포스터.pdf_page_1.jpg,Into Drawing 18_Falling Mountains,,2566
1관,Drawing Now 06 핏줄,20120706,20120916,P,종료    ,소마드로잉센터 전시실,,,국민체육진흥공단 소마미술관,안형남 Hyongnam Ahn,"조각, 드로잉, 설치 등 약 20여점",10:00~18:00(입장마감 17:00)▒매주 수요일 10:00~20:00(입장마감 19:00)▒매주 월요일 휴관,"성인 3,000원, 청소년(13~24세) 2,000원, 어린이 1,000원▒성인 1,500원, 청소년(13~24세) 1,000원, 어린이 500원▒▒",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/4b2662a3-9449-4c80-96ae-db0428095a74.jpg,D2012_드로잉나우06_포스터.pdf_page_1.jpg,Drawing Now 06_Blood Line,,5178
1관,Into Drawing 17 당신의 위안이 되어 드릴께요,20111104,20111120,P,종료    ,소마드로잉센터 전시실(제6전시실),,,국민체육진흥공단 소마미술관,윤성지 Sungji Yun,"오브제, 설치 작품 5점",10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,▒▒▒메인전시 (조각가의 드로잉) 관람 시 무료 관람,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/12693bad-acba-46d3-bc1f-54188ab5d204.jpg,D2011_인투드로잉17_포스터.pdf_page_1.jpg,Into Drawing 17_I&#39;ll be Your Comfort,,1375
1관,Into Drawing 09 순환,20090430,20090524,P,종료    ,소마드로잉센터 전시실,,,국민체육진흥공단 소마미술관,강해인 Haein Kang,드로잉 오브제 및 설치 3점,10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,▒▒▒,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/c79e0f6b-c94c-47a7-9e53-d93e698b69a2.jpg,D2009_인투드로잉09-포스터_초대장.pdf_page_1.jpg,Into Drawing 09_Circulation,,3452
1관,Into Drawing 07 한 잎의 생각,20090219,20090315,P,종료    ,소마드로잉센터 전시실,,,국민체육진흥공단 소마미술관,허윤희 Yunhee Huh,드로잉 설치 약 10여 점,10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,▒▒▒,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/a4f755fa-5d11-42aa-9894-0f93c88dd46b.jpg,D2009_인투드로잉07_포스터_초대장.jpg,Into Drawing 07_Thought of A Leaf,,3568
1관,Into Drawing 06 부조리한 풍경,20080814,20080831,P,종료    ,소마드로잉센터 전시실,,,서울올림픽미술관,임선이 Suniy Im,오브제 설치 약 10여점,10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,▒▒▒,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/d37194f6-67c5-44dd-970e-5e3d4c1c38d8.jpg,D2008_인투드로잉06-포스터.pdf_page_1.jpg,Into Drawing 06_Absurd Sights,,2315
1관,Into Drawing 02,20071018,20071125,P,종료    ,소마미술관,,,국민체육진흥공단,"권자연, 류승환, 홍윤정","평면, 설치 약 10여 점",10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,▒▒▒,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/xhbt/image/2007110918105729831.jpg,2007110918105729831.jpg,Into Drawing 02,,7216
1관,또 다른 시선,20190308,20190317,P,종료    ,소마미술관 1관,20190308,,국민체육진흥공단 / 소마미술관,소마아트파운데이션 1기 회원,,,▒▒▒무료관람,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/03/06/2eae3441-cf2a-4849-8829-17be5647f07f.jpg,soma190306.jpg,Ways of Seeing,,2019
1관,Into Drawing 10 대화,20090604,20090628,P,종료    ,소마드로잉센터 전시실,,,소마미술관/국민체육진흥공단,박혜수 Hyesoo Park,10여 점,10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,▒▒▒,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/66d1092d-24d9-444b-beb8-b07cdd1433ef.jpg,D2009_인투드로잉10_포스터_초대장.pdf_page_1.jpg,Into Drawing 10_Dialogue,,3335
1관,"Drawing Now 01 불경한, 그리고 은밀한",20080131,20080323,P,종료    ,소마드로잉센터 전시실,,,소마미술관/국민체육진흥공단,"류지선,성유진,심정은,안진우,윤여범,이선경,이재헌,임춘희 8명",약 20여 점,10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,▒▒▒,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/5f415971-5a16-4097-822f-3236231ee77c.jpg,D2008_드로잉now01_포스터.pdf_page_1.jpg,"Drawing Now 01_Unfaithful, and Secret",,7598
1관,2017 야외조각프로젝트 S,20170721,20180331,P,종료    ,소마미술관 주변 조각공원 일대,,,국민체육진흥공단 소마미술관,김창환/ 도수진/ 이수진,비스듬히 세워진 두 개의 선들(1988) 외 5작품,,▒▒▒,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/15/13cb1731-f0af-44ad-bbea-46fec33edaac.jpg,sculpture.jpg,SOMA Outdoor Project Project S,,5803
1관,Into Drawing 28 섬,20151127,20151213,P,종료    ,소마드로잉센터 전시실(제5전시실),,,국민체육진흥공단 소마미술관,이주은 Jueun Lee,"드로잉, 오브제, 설치 등 10여점",10:00~18:00(입장마감 17:20)▒매주 월요일 휴관,▒▒▒메인 전시 (소마 드로잉_무심) 관람 시 무료 관람,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/05dea4ce-e1bd-4cb5-9375-61b640b4d7ff.jpg,D2015_인투드로잉28_포스터.pdf_page_1.jpg,Into Drawing 28_Island,,1266
1관,Into Drawing 26 시선,20141008,20141026,P,종료    ,소마드로잉센터 전시실 (제5전시실),,,국민체육진흥공단 소마미술관,하태범 Taebum Ha,"조각, 사진, 드로잉 설치 등 10여점",10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,▒▒▒메인 전시 (Water_천진난만) 관람 시 무료 관람,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/ca72b57d-4295-400f-9c2e-84fb2bd4836a.jpg,D2014_into drawing26_포스터.pdf_page_1.jpg,Into Drawing 26_White-Line of Sight,,1636
1관,Into Drawing 21 매우 길거나 짧은,20131011,20131027,P,종료    ,소마드로잉센터 전시실(제5전시실),,,국민체육진흥공단 소마미술관,이창훈 Changhoon Lee,"영상, 음향, 설치 5점",10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,▒▒▒메인 전시 (아시아 코드_空) 관람 시 무료 관람,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/6107e2b2-e5d9-429c-80d0-60497ed2e1f3.jpg,D2013_into drawing21_포스터.jpg,Into Drawing 21_Either Very Long or Short,,551
1관,Into Drawing 14 그린하이츠,20110224,20110313,P,종료    ,소마미술관 드로잉센터전시실[6전시실],,,국민체육진흥공단 소마미술관,연기백 Kibaik Yuon,드로잉 설치 약 10여 점,10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,"▒▒만 4세미만, 만 65세 이상, 국가유공자, 장애인 무료▒메인전시 (내일_오픈아카이브) 관람 시 무료 관람",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/04d494d5-403f-481a-8521-b6ff0fc25979.jpg,D2010_IntoDrawing14_포스터_초청장.pdf_page_1.jpg,Into Drawing 14_Greenheights,,1197
1관,"아이로봇, i Robot",20091217,20100314,P,종료    ,"소마미술관 전관, 세미나실 및 일체 부대시설",,,국민체육진흥공단 소마미술관,"고근호, 김동호, 김  석, 김영호, 낸시랭, 노진아, 백남준, 구보다 시게코, 백종기, 용관, 유영운, 왕지원, 이기일, 이해민선, 정우철, 최우람, 등 총 16명","설치 작품 60여점, 로봇유물 33점 등 총 100여점",10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,"성인 3,000원, 청소년(13~24세) 2,000원, 어린이 1,000원▒성인 1,500원, 청소년(13~24세) 1,000원, 어린이 500원▒▒",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/55cf330e-84fb-4862-bc70-0f8cf0408c98.jpg,2009_아이로봇_포스터.jpg,i Robot,,20261
1관,Drawing Now 03 나무가 종이를 만나다,20090709,20090830,P,종료    ,소마미술관 제6전시실,,,국민체육진흥공단 소마미술관,"총2명(보리스 쿠라톨로_Boris Curatolo, 매리 설리번_Mary Sullivan)",조각설치 1점 외 소품,10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,"▒▒▒메인전시 (드로잉조각, 공중누각) 관람시 무료관람",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/e7dd826c-d587-49ff-a82d-4db6522e785d.jpg,D2009_Drawing Now03_포스터.pdf_page_1.jpg,Drawing Now 03_Wood Meets Paper,,6086
1관,&lt;앨리스뮤지엄 2009 : 퓨처 스쿨&gt;,20090501,20090621,P,종료    ,소마미술관,,,"국민체육진흥공단, SK 소마미술관, 아트센터 나비","16팀(해외 13팀, 국내 3명",21여 점,10:00~18:00(입장마감 17:00)▒매주 월요일 휴관,"6,000원(성인/청소년/어린이 동일요금 적용)▒3.000원▒만 4세미만, 만 65세 이상, 국가유공자, 장애인 무료▒",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/01/08/5eb486ab-0de0-4850-9659-c30118d15ed9.jpg,앨리스 뮤지엄.jpg,A.L.I.C.E. MUSEUM : Future School,,797
1관▒2관,포스트 &lsquo;88_서울올림픽 조각 프로젝트,20180914,20190224,P,종료    ,소마미술관 전관(1~2관),,,국민체육진흥공단 소마미술관,"백남준, 심문섭, 이승택, 이우환 등 42명","조각, 입체, 오브제, 설치 및 아카이브 자료 등 100여점","10:00~18:00(입장마감 17:00)▒문화가 있는 날(매월 마지막 주 수요일) 야간 연장 개관(10:00~21:00, 입장마감 20:00)▒매주 월요일 휴관","성인 3,000원, 청소년(13~24세) 2,000원, 어린이 1,000원▒성인 1,500원, 청소년(13~24세) 1,000원, 어린이 500원▒만 4세미만, 만 65세 이상, 국가유공자, 장애인 무료▒20인 이상 단체관람의 인솔교사 1명 무료▒재관람 고객 무료▒예술인 패스 소지자는 청소년 할인 요금 적용(2,000원)",/manage/upload_files/display/ebook/2018/12/27/fcc9166a-f455-43de-a5f5-eba2f96b8be8.pdf,포스트88-내지.pdf,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2018/12/21/6e326e6b-a91e-4442-8774-b6dfbc1ebaac.jpg,soma-조각프로젝트-포스터 최종2.jpg,OLYMPIC SCULPTURE PROJECT POST 88,"The art exhibition &ldquo;Olympic sculpture project Post 88&rdquo; is opened to celebrate 30th of Seoul Olympic and opening of SOMA museum 2.,,Artist : Munseop Shim, Seungteak Lee, Woohwan Lee, and 12 numbers of modern sculpture artist",6025
2관,Into Drawing 39 목줄 없는 개들,20190830,20190929,P,종료    ,소마미술관 2관 (3전시실),20190829,1700,국민체육진흥공단 소마미술관,지알원 GR1,드로잉 60여점,10:00~18:00(입장마감 17:00)▒문화가 있는날(매월 마지막주 수요일) 야간 연장개관(10:00~20:20)▒매주 월요일 휴관,▒▒▒메인전시(조각_조각) 관람시 무료관람,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/07/24/d523a0cf-d3ed-47db-931a-945692caabd0.jpg,Into39.jpg,Dogs without Leash,,4127
2관,조각_조각,20190830,20191222,P,종료    ,소마미술관 2관,20190829,1700,국민체육진흥공단 / 소마미술관,국내작가 16명의 조각 및 설치작품 50여점,,10:00~18:00 (입장마감 17:00)▒문화가 있는날(매월 마지막주 수요일) 야간 연장개관(10:00~20:20)▒매주 월요일 휴관,"성인(만25~64세)_3,000원, 청소년(만13~24세)_2,000원, 어린이(만7~12세)_1,000원▒성인(만25~64세)_1,500원, 청소년(만13~24세)_1,000원, 어린이(만7~12세)_500원▒만6세 이하, 만65세 이상, 장애인, 국가유공자 ▒대학생, 예술인패스 소지자는 청소년 요금 적용",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/07/31/c06cbe68-8f11-4318-84e4-d032b4eebf86.jpg,190731.jpg,PIECES_SCULPTURE,,11024
2관,버퍼링,20191011,20191110,P,종료    ,소마미술관 2관 (3전시실),20191010,1700,국민체육진흥공단 소마미술관,박관택,드로잉 설치 8점,10:00~18:00(입장마감 17:00)▒문화가 있는날(매월 마지막주 수요일) 야간 연장개관(10:00~20:20)▒매주 월요일 휴관,▒▒▒메인전시(조각_조각) 관람시 무료관람,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/09/25/b8e13ee9-b6e4-4c05-aa46-e9a2ae77f6e9.jpg,40.jpg,Buffering,,4083
2관,소장품 상설전_오늘의 미술관,20210409,20210829,C,현재    ,소마미술관 2관 3~4전시실,20210409,1300,국민체육진흥공단 소마미술관,"모한 아마라, 박석원, 최만린 등 총 14명","조각, 드로잉, 아카이브 영상 등 총 20점",10:00~18:00,▒▒▒2관 전시 관람 시 무료,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2021/03/23/6c42177a-0708-49f8-b9ff-5a68213e6947.jpg,소장품 상설전-홈페이지.jpg,Today soma,,3272
2관,우리들을 위한 작업,20191122,20191222,P,종료    ,소마미술관 2관 (3전시실),20191121,1700,국민체육진흥공단 소마미술관,,,문화가 있는날(매월 마지막주 수요일) 야간 연장개관(10:00~20:20)▒매주 월요일 휴관,▒▒▒메인전시(조각_조각) 관람시 무료관람,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/11/14/af4bd9df-911e-44d2-874e-10bf4776740d.jpg,41.jpg,Work for Us,,2582
2관,푸룻푸룻뮤지엄: APPLE IN MY EYES,20200724,20210314,P,종료    ,소마미술관 2관,20201023,1500,,,"과일을 소재로 건강한 신체, 정서적인 힐링을 형상화한 회화, 미디어작품, 설치미술 등 40여 점",10:00~19:00 (입장마감 18:00) / 매주 월요일 휴관 [3/1(월)은 정상운영],"성인 15,000원 / 청소년 13,000원 / 어린이(36개월~만12세) 11,000원▒2,000원 할인▒무료(36개월 미만) / 군, 경, 장애인, 보훈, 65세이상 7,500원▒",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2021/02/10/7baf316f-0886-4cf2-be7f-ee2c72153ca4.jpg,[공식]푸룻푸룻뮤지엄피크닉(포스터).jpg,Fruit fruit museum : Apple in my eyes,,21783
2관,당신의 안녕_Dead Point and Second Wind,20210409,20211010,C,현재    ,소마미술관 2관 1~2전시실,20210409,1300,국민체육진흥공단 소마미술관,"강경구, 김병관, 김원근, 김은숙, 림배지희, 이민혁, GR1, 지희킴, 하태범, 한 받 등 10명","회화, 드로잉 및 설치작품 80여점",10:00~18:00,"성인(만25~63세) 3,000원, 청소년(만13~24세) 2,000원, 어린이(만7~12세) 1,000원▒성인 1,500원, 청소년 1,000원, 어린이 500원▒만 6세이하, 만65세 이상, 장애인, 국가유공자▒대학생, 예술인패스 소지자는 청소년 요금 적용▒통합권(1,2관 관람) 이용 시 : 성인 4,000원, 청소년 3,000원, 어린이 1,000원  ※ 단체 50%할인 적용",,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2021/07/19/3bf551ae-6e81-437a-b306-eec4f1bc3b62.jpg,당신의안녕 홈페이지(0324).jpg,Dead Point and Second Wind,,12522
MOVE SOMA,MOVE SOMA 1_ 드로잉 소장품,20201102,20210215,P,종료    ,온라인 미술관,20201104,,국민체육진흥공단 소마미술관,,드로잉 소장품 100여점,,▒▒▒무료,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2021/02/02/aa0545a4-fcad-4464-871b-cbd7925e7ce3.jpg,MOVE SOMA 수정 포스터(최종)-2.15로 날짜 수정 두번째.jpg,MOVE SOMA 1_ DRAWING COLLECTION,"MOVE SOMA 1 드로잉 소장품,2020.11.02 ~ 2021.02.15,주최 국민체육진흥공단 주관 소마미술관,MOVE SOMA란? 소마미술관 온라인 가상전시공간",2982
,소마미술관 소장품전,20200102,20200224,P,종료    ,"소마미술관 2관 3,4전시실",,,국민체육진흥공단 / 소마미술관,,소마미술관 소장품,10:00~18:00(입장마감 17:00)▒매주 월요일 휴관▒소마미술관은 코로나바이러스 감염증-19 예방조치를 위하여 2월 24일(월)부터 별도 안내 시까지 잠정 휴관하오니 관람객 여러분의 협조와 양해 바랍니다.,▒▒▒무료관람,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2019/12/30/96ed9f7f-375c-41cd-9920-59b949958905.jpg,1230-6.JPG,SOMA Collection Permanent Exhibition,,5634
,아웃도어 아트_코로나19를 대하는 우리의 자세,20210323,20211231,C,현재    ,미술관 커피숍 주변 야외,20210323,1300,국민체육진흥공단 소마미술관,"곽남신, 김태호, 김선우",설치작품 3점,,▒▒▒무료,,,https://soma.kspo.or.krhttps://soma.kspo.or.krhttps://soma.kspo.or.kr/manage/upload_files/display/2021/03/16/da4e4275-c101-425c-8502-483badceb221.jpg,곽남신 작가1.jpg,Outdoor Art,,2099
